x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500
nor,39,4,30,26,6,5,46,4,2,30,4,49,4,30,26,6,5,2,13,6,14,4,6,6,49,1,6,49,2,28,14,22,23,2,6,6,17,39,5,6,26,2,3,7,14,17,4,3,17,6,6,26,19,2,28,6,5,44,4,30,6,2,26,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,3,44,3,1,2,4,4,6,26,2,3,3,7,4,3,6,3,3,6,2,5,12,2,17,6,3,3,12,2,2,11,38,12,4,34,12,2,4,7,2,3,42,7,26,1,3,4,4,11,1,3,3,42,4,6,2,3,44,3,1,2,4,47,2,5,13,7,1,6,7,42,26,6,2,3,1,1,36,16,7,3,2,7,1,2,14,4,26,6,1,6,3,1,5,23,2,5,7,7,23,23,6,5,26,3,2,4,4,2,3,42,13,16,4,43,4,7,3,4,26,3,26,1,7,5,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,44,49,3,6,1,2,14,6,13,44,49,26,2,6,13,26,6,5,3,7,13,4,7,1,2,28,26,6,5,2,13,7,2,13,44,3,7,2,3,7,26,46,3,30,5,46,1,2,28,13,4,5,1,6,26,4,26,1,3,3,44,6,2,4,6,3,2,3,22,13,4,6,4,37,2,6,3,6,14,5,6,5,6,1,4,2,14,3,5,6,26,6,3,26,1,4,16,7,14,14,7,2,3,1,6,42,15,3,6,14,13,1,26,4,2,28,26,3,3,14,37,6,20,1,3,3,1,4,2,28,3,7,39,26,3,14,6,5,14,3,39,6,1,1,39,6,4,26,4,2,28,3,3,3,1,16,2,3,6,14,1,4,2,6,5,27,2,26,23,4,4,4,6,2,5,6,18,2,3,23,3,13,7,1,16,6,2,3,4,26,39,3,6,2,6,2,2,49,44,26,26,6,5,5,4,6,2,3,6,6,6,5,3,16,11,6,5,4,2,2,3,13,2,3,6,49,2,3,3,5,3,6,6,4,6,11,6,3,1,2,15,3,3,33,6,49,3,4,4,3,1,1,2,3,6,7,26,3,3,26,24,5,6,5,6,2,26,24,3,2,2,47,6,5,6,3,6,26,6,2,2,28,3,22,3,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,3,7,2,2,49,7,3,26,2,6,3,6,1,5,45,2,28,3,11,7,5,3,3,6,6,39,2,26,6,3,3,2,13,7,2,2,49,7,6,1,4,6,2,26,5,6,4,6,2,6,36,3,2,28,4,6,4,6,1,2,6,49,26,3,3,16,44,1,3,6,4,2,6,3,6,23,23,2,10,6,2,6,3,26,3,13,26,3,3,42,14,5,6,2,28,6,5,3,7,1,1,2,6,3,30,6,2,3,6,3,3,42,23,11,3,11,4,2,28,3,22,2,2,3,23,44,1,4,16,26,6,2,28,4,45,2,6,3,4,2,4,3,27,3,6,5,27,3,5,2,26,6,3,5,6,3,26,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,6,3,2,3,22,13,4,7,2,26,6,5,6,5,3,6,26,23,6,5,6,3,7,11,2,1,20,26,5,26,3,6,26,7,2,6,6,6,13,22,4,16,5,11,7,5,3,1,2,49,7,5,1,14,11,1,4,26,3,2,6,5,3,2,6,2,14,17,37,26,6,26,20,29,39,23,45,2,5,20,3,3,39,6,5,20,1,40,16,1,2,11,6,3,1,3,29,26,49,6,4,45,2,49,26,6,2,13,26,6,5,13,6,1,2,6,36,3,6,5,11,2,14,26,6,3,3,33,3,22,13,4,7,2,3,6,4,13,7,2,1,3,42,47,7,6,5,3,7,26,3,26,6,2,6,3,22,11,2,3,7,3,4,45,5,2,5,46,22,13,4,3,3,3,2,4,2,3,6,5,6,5,14,3,1,16,26,13,17,2,42,4,16,7,5,1,47,46,2,5,6,3,42,4,4,6,6,5,30,26,3,3,17,2,15,7,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,28,6,7,6,27,2,28,2,2,6,4,6,1,23,2,28,23,5,7,49,3,33,5,36,2,5,23,3,3,7,3,3,2,4,4,29,49,6,1,3,26,4,14,2,5,6,27,26,7,2,28,5,7,49,6,5,26,2,4,6,2,34,22,3,22,17,6,5,23,16,7,2,28,5,13,7,1,14,18,34,6,2,4,6,49,6,1,5,6,5,3,13,23,5,6,16,4,3,26,29,26,3,7,3,3,29,3,23,5,6,29,4,5,6,49,6,5,4,26,29,26,4,6,1,5,6,4,2,5,6,3,6,26,6,13,1,13,4,6,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,28,4,2,45,2,28,7,5,3,1,5,26,2,28,6,3,3,1,2,28,13,6,4,2,28,3,49,6,3,16,6,49,46,6,3,44,4,2,13,4,39,14,5,11,6,4,3,2,13,6,3,2,17,4,29,17,13,7,29,44,3,2,4,22,1,16,4,22,13,14,9,39,4,21,26,2,45,1,6,42,7,11,3,26,2,28,49,6,4,7,5,26,42,3,3,5,3,2,28,14,26,39,1,26,6,13,6,2,5,6,49,6,26,29,6,1,2,2,28,13,4,6,26,6,2,2,3,39,6,4,2,4,7,3,26,42,39,4,6,15,2,28,49,7,5,3,6,7,49,2,28,26,2,3,6,7,4,3,3,3,1,49,2,28,3,49,6,3,3,5,31,3,2,3,7,6,1,5,7,5,30,42,39,11,5,6,2,3,7,16,6,6,5,3,6,42,2,3,3,4,6,1,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,49,4,1,45,11,7,14,2,7,4,4,1,45,42,7,6,2,28,3,1,3,7,26,7,45,2,4,26,3,6,26,7,2,28,4,2,1,7,2,6,49,7,26,3,6,26,6,5,47,2,5,3,6,26,23,6,2,26,1,2,11,3,16,44,3,3,6,5,2,28,5,26,6,4,7,5,2,28,3,42,3,5,3,5,2,49,4,6,1,4,2,5,26,4,49,3,3,5,2,49,6,34,6,2,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,49,42,6,5,6,2,1,3,7,26,14,42,15,1,14,42,6,15,6,42,2,4,1,6,3,29,4,1,3,6,29,7,3,17,6,3,2,28,13,7,26,23,13,6,26,2,17,3,16,2,28,7,26,6,3,7,1,39,23,26,6,4,6,2,49,7,16,3,42,6,4,7,29,4,6,3,2,4,5,3,7,2,6,3,4,3,2,4,34,44,2,28,14,6,4,2,3,12,4,7,4,3,33,9,39,4,22,3,6,2,4,6,43,11,42,29,42,46,2,4,14,3,7,26,2,1,15,3,2,3,6,5,49,2,26,26,7,3,6,5,2,49,4,6,26,4,6,43,5,2,23,2,11,6,5,6,3,5,16,6,2,13,11,6,1,6,2,42,21,26,1,7,2,4,7,42,2,13,6,5,9,15,3,6,5,6,1,3,3,26,7,2,28,4,26,7,14,22,42,2,28,2,4,4,1,4,6,2,7,4,6,3,2,6,5,6,5,6,5,44,13,26,8,6,5,3,6,3,3,26,7,2,1,39,6,11,45,5,2,11,4,1,26,6,11,44,2,2,7,4,1,16,44,7,5,3,6,4,6,1,44,5,7,5,2,28,7,26,3,1,26,4,2,28,6,5,16,11,7,7,26,2,3,49,4,2,6,47,7,49,3,6,2,3,6,3,3,7,5,2,14,13,4,3,6,4,49,2,11,6,26,26,11,6,4,6,14,6,3,14,6,4,5,2,11,6,4,15,17,4,2,3,7,3,2,15,17,2,4,3,23,39,22,37,3,5,26,7,2,28,16,49,5,6,2,44,3,3,12,22,2,1,2,2,2,3,3,1,2,2,23,2,2,3,3,11,44,2,2,14,6,3,1,4,2,6,5,6,5,3,13,14,13,17,6,6,1,7,14,1,3,2,9,9,45,1,6,39,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,12,22,13,4,2,28,49,6,1,49,3,7,2,6,26,44,16,2,1,47,7,2,28,3,4,49,6,2,6,2,13,17,3,26,7,14,2,3,2,49,14,42,2,3,6,1,2,3,26,7,5,2,28,13,2,3,5,6,27,19,2,2,2,5,1,9,2,6,11,12,2,6,13,2,3,2,6,15,1,15,6,3,44,4,42,39,47,1,2,45,47,3,1,2,3,14,6,23,6,3,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,42,4,42,26,5,2,1,49,6,5,3,1,3,14,4,5,2,49,3,11,23,1,38,6,5,6,2,15,1,7,13,7,14,6,1,33,17,6,2,13,6,2,6,6,6,14,4,46,2,7,26,2,28,5,11,26,2,28,44,7,4,7,1,22,2,28,6,5,3,26,5,6,26,2,14,7,26,1,3,26,6,3,26,7,15,4,2,10,6,16,3,13,11,6,5,2,10,18,23,3,16,3,44,5,14,13,11,6,1,5,26,2,28,39,3,16,4,4,2,15,44,26,6,5,5,30,1,11,26,44,2,28,3,3,49,4,13,4,14,6,13,4,2,3,3,27,27,1,27,27,25,28,27,27,13,7,4,4,6,5,2,4,49,2,13,7,3,2,28,3,4,2,16,49,3,22,7,4,6,2,3,3,4,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,7,49,49,26,2,28,3,47,44,3,6,2,7,5,1,3,23,4,45,1,6,5,2,11,7,5,6,3,6,13,23,7,5,6,6,30,3,45,3,4,6,5,45,1,5,45,2,15,30,3,6,47,3,3,49,6,26,2,37,26,6,3,23,5,6,49,13,6,2,28,2,10,5,22,3,1,9,22,26,3,3,7,5,6,37,3,31,11,9,15,1,2,30,26,2,10,1,9,15,3,3,42,6,30,5,2,2,3,6,5,11,1,3,26,6,5,2,6,22,11,1,11,2,6,3,15,3,23,15,2,45,3,30,15,1,4,4,23,1,30,3,4,6,1,2,6,26,1,3,1,6,6,5,3,3,30,2,30,1,49,34,12,3,12,3,12,1,1,3,1,22,2,49,6,14,1,15,3,6,49,6,5,6,2,22,2,2,1,14,2,23,7,2,7,14,26,16,47,2,49,6,38,7,42,22,3,2,9,39,5,30,26,42,23,23,46,4,3,7,5,30,42,2,46,9,4,16,3,2,11,3,13,7,1,14,1,2,6,2,14,3,22,36,4,22,1,49,2,6,11,7,26,2,5,26,2,17,7,4,6,33,7,5,30,15,22,3,3,5,28,14,6,2,7,11,6,3,13,3,3,1,6,2,15,4,16,1,3,9,39,11,3,2,4,4,2,3,7,33,2,28,5,7,4,14,14,6,2,3,4,1,4,23,1,23,23,26,3,37,3,31,3,3,42,11,11,3,26,3,1,2,3,39,7,2,28,4,7,49,4,1,26,6,3,1,4,6,14,2,23,7,26,2,30,39,26,3,2,11,31,3,26,6,9,39,4,3,33,17,47,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
