x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500
nor,37,4,29,22,6,5,45,4,98,98,2,29,4,98,98,50,4,29,22,6,5,2,13,6,15,338,284,4,6,6,50,1,6,50,2,28,15,21,64,25,98,2,98,56,6,6,85,297,17,98,37,5,6,22,2,98,3,51,7,316,15,154,17,67,4,344,98,3,184,17,6,83,6,22,18,278,2,98,28,6,5,46,4,29,6,2,22,368,6,338,55,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,56,271,3,338,46,327,3,1,2,51,4,4,88,6,22,2,3,3,7,4,3,98,6,3,473,3,6,2,5,515,12,415,467,2,98,98,250,17,6,3,98,3,98,415,12,2,2,241,150,11,41,12,67,4,35,12,2,305,4,7,2,98,3,42,7,22,1,3,4,4,11,1,306,3,3,42,4,88,6,181,303,2,56,3,338,46,327,3,1,2,4,339,48,2,491,5,13,7,1,6,109,7,42,22,6,2,98,3,51,1,1,34,16,277,67,7,3,98,2,7,1,2,15,4,92,22,6,119,478,1,6,3,1,5,25,2,364,5,7,117,7,55,25,25,6,5,22,3,2,368,92,4,4,2,3,42,13,16,4,39,4,7,181,3,68,4,22,97,3,22,1,7,5,2,4,7,424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,64,46,50,81,3,306,6,1,2,55,15,6,13,46,98,98,50,81,22,2,6,13,22,6,5,3,7,13,4,7,1,462,2,28,423,338,22,6,5,2,98,13,7,2,13,46,492,3,98,7,2,3,7,22,271,68,45,3,29,5,45,1,78,2,98,28,13,4,67,5,1,6,22,4,22,1,3,98,3,51,46,55,6,166,2,56,4,6,3,405,2,3,21,13,4,51,6,303,64,4,40,2,6,3,6,55,279,15,69,5,6,5,6,1,261,4,102,2,15,3,69,5,6,22,6,3,338,22,1,261,4,16,7,15,338,15,338,7,2,3,306,55,1,6,42,14,118,3,6,473,55,15,13,1,22,51,298,4,2,28,51,22,3,3,15,51,40,457,6,24,1,51,3,3,1,324,298,4,2,28,3,7,37,22,55,3,15,6,5,15,3,37,6,1,1,37,51,6,85,4,22,86,457,4,2,28,3,3,3,1,16,51,2,3,6,15,1,338,51,4,2,491,338,55,6,5,27,2,22,25,4,92,4,504,324,4,6,2,5,6,19,67,377,2,3,25,64,3,13,7,1,16,6,2,245,64,3,4,22,37,3,55,6,2,55,6,2,2,50,46,22,22,6,5,5,4,6,2,3,6,6,64,6,5,3,16,11,6,5,4,212,2,2,181,303,3,13,405,2,3,6,64,50,2,3,3,5,3,368,6,78,6,64,4,150,6,109,74,339,410,11,6,3,488,1,2,98,14,78,3,98,3,98,33,69,321,467,190,6,50,3,4,4,3,1,1,211,2,98,3,6,85,64,7,22,3,3,340,98,490,98,22,23,467,5,6,5,6,2,22,23,3,2,2,415,88,48,6,5,6,3,6,22,6,2,2,28,3,21,3,113,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,3,7,2,2,50,7,3,338,22,55,2,85,6,3,6,1,5,60,2,28,186,3,11,7,316,5,3,338,55,3,6,6,98,277,37,2,98,22,6,3,3,394,2,13,7,2,2,50,7,6,1,4,6,2,128,338,22,5,6,4,6,2,6,34,3,85,2,28,4,68,51,6,261,4,6,1,2,6,50,22,3,3,16,46,1,3,6,4,67,2,6,3,6,25,25,2,98,10,6,2,63,6,3,22,3,13,22,124,3,98,304,3,42,98,98,15,78,5,6,2,28,6,5,3,7,1,1,2,6,3,29,6,2,56,3,6,3,3,42,25,11,3,11,4,154,67,2,28,3,21,112,2,198,2,3,25,46,1,338,4,67,16,22,6,2,28,87,51,4,60,2,6,457,3,4,2,98,4,451,3,27,68,3,386,6,5,27,3,98,69,5,2,22,6,3,5,55,6,3,22,338,55,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,56,6,3,51,363,2,3,21,13,274,4,67,7,2,22,6,482,5,6,5,3,98,6,22,98,25,6,5,6,3,7,11,2,338,1,24,22,5,22,3,6,68,22,55,7,2,154,6,6,515,6,13,144,68,186,21,4,16,5,65,51,222,11,7,316,5,3,1,2,98,50,7,5,1,15,11,75,1,4,22,3,98,2,98,338,368,6,5,3,61,2,98,63,6,193,2,15,17,40,22,88,6,22,24,32,193,37,25,60,2,5,98,98,24,3,3,37,6,5,24,1,43,386,16,1,2,108,98,98,11,6,3,1,3,339,32,22,50,6,4,60,2,50,22,6,512,2,63,515,13,387,22,6,482,5,13,6,1,2,6,114,34,3,6,5,11,64,2,15,22,6,3,51,363,3,33,274,3,21,13,4,67,7,2,3,6,4,13,7,69,2,1,3,42,68,48,7,6,5,3,7,22,3,22,6,2,271,6,3,21,338,299,11,75,2,3,98,7,3,4,60,74,5,278,2,5,45,21,13,4,170,138,3,75,223,3,3,98,2,98,4,2,98,245,3,6,5,6,5,15,3,146,1,16,22,13,17,2,42,4,16,7,5,1,109,48,45,2,245,69,5,6,3,42,4,468,4,6,368,6,316,5,29,22,3,3,98,17,457,2,14,7,5,45,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,28,64,6,7,55,6,27,2,28,2,2,415,6,4,6,186,1,25,2,28,338,25,5,7,85,50,3,33,5,34,2,98,504,5,25,3,186,3,7,3,3,98,2,98,129,4,67,4,120,32,50,6,96,1,64,3,423,22,4,120,15,2,98,5,6,415,27,22,7,166,2,28,5,7,50,6,5,22,2,128,64,4,6,2,35,21,297,3,21,415,17,6,5,392,25,16,7,2,28,5,13,7,1,15,19,67,324,35,6,2,4,6,50,6,1,5,6,5,3,13,25,98,5,6,16,4,3,22,32,22,3,7,383,3,3,32,363,303,3,25,190,5,6,303,429,32,4,5,6,303,429,50,6,303,5,278,4,368,22,32,22,111,429,4,6,303,429,1,81,5,6,303,4,405,303,2,98,5,6,3,6,55,363,22,6,55,13,1,508,13,4,6,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,28,338,298,4,2,60,2,28,7,98,98,5,3,1,109,479,5,22,2,28,6,3,3,284,1,2,28,13,92,6,423,77,4,67,2,28,84,3,50,6,98,3,98,454,16,6,423,50,45,298,6,3,46,231,4,2,98,128,13,4,37,15,5,423,11,6,229,4,401,3,98,2,13,6,179,3,2,98,17,4,150,112,32,17,212,13,7,32,46,3,98,2,98,4,21,1,16,201,4,515,21,13,15,9,37,4,26,22,212,2,98,60,1,6,73,42,7,11,3,166,22,2,28,50,6,4,7,304,5,98,22,277,67,42,3,3,277,67,55,212,5,423,117,3,98,2,28,15,22,37,1,394,22,6,13,117,112,55,6,2,5,6,50,6,123,22,32,6,1,2,2,28,13,284,4,6,462,22,6,2,2,3,51,37,6,462,4,88,2,4,7,3,69,22,93,42,37,4,6,14,51,2,28,64,112,50,7,316,5,190,3,6,7,423,50,2,28,338,22,2,3,6,7,4,3,279,86,277,98,3,87,3,1,54,50,2,98,28,3,473,50,6,3,3,98,5,31,3,64,129,2,98,56,3,7,303,6,1,5,7,316,5,29,42,37,11,100,497,5,6,229,2,56,3,7,16,6,6,284,5,3,6,42,2,56,3,3,4,6,1,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,64,50,4,97,186,81,1,60,11,7,15,2,64,7,4,4,186,1,60,42,473,7,6,2,28,81,3,1,3,7,22,86,467,7,55,60,2,4,22,97,95,3,339,6,338,22,7,2,28,338,4,2,338,1,7,2,6,339,50,7,22,3,6,22,6,5,48,2,5,73,51,3,6,114,22,25,6,81,2,86,22,1,193,186,2,98,416,81,97,11,3,193,16,46,3,98,3,6,5,2,98,28,5,22,186,6,4,67,7,5,2,98,28,81,3,42,3,5,3,5,2,50,4,6,81,1,4,2,98,5,159,22,4,50,3,98,3,98,59,127,5,2,98,50,277,6,35,338,174,6,392,2,11,6,3,338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,50,254,42,6,59,98,5,98,59,6,67,2,51,1,193,261,3,7,22,15,254,42,336,466,14,1,15,42,6,231,14,6,42,59,67,2,98,72,4,1,6,212,3,32,304,4,304,1,392,3,6,32,109,212,134,7,277,67,290,3,17,6,3,98,2,98,28,13,7,362,22,212,25,13,6,278,22,2,64,17,386,3,16,2,98,28,140,7,271,475,22,6,3,7,1,37,25,22,6,4,6,2,50,77,7,263,16,3,42,6,157,4,195,7,32,4,6,3,98,59,67,2,98,98,64,4,67,5,3,98,7,251,2,98,6,83,98,3,4,3,98,2,98,4,92,254,59,67,35,86,46,2,28,157,15,6,277,254,4,253,467,466,2,98,3,12,261,4,7,386,86,86,277,321,4,3,33,9,37,4,21,3,98,6,251,2,4,6,368,515,277,39,11,254,42,466,32,42,45,2,98,129,152,57,4,368,15,144,3,98,7,166,22,2,98,1,14,3,98,2,3,64,368,6,5,50,2,338,98,22,201,98,22,7,3,6,98,5,2,98,50,4,67,6,22,4,6,39,5,2,63,25,2,11,6,5,6,3,98,467,5,16,6,2,98,98,515,13,96,11,6,1,6,2,42,26,54,22,1,107,7,2,260,277,57,4,7,42,64,2,13,186,6,5,515,9,14,368,3,98,6,5,6,1,3,3,22,7,2,28,493,4,22,7,15,21,64,186,254,42,466,2,28,2,68,4,4,1,59,67,467,4,98,6,2,98,98,245,7,4,6,3,2,6,5,6,5,6,5,46,278,13,22,8,102,68,6,5,3,98,6,3,3,22,7,2,1,37,6,11,60,422,5,254,2,64,11,64,473,368,51,4,1,64,22,6,11,46,186,2,2,7,4,1,16,46,7,5,3,6,157,4,98,6,98,368,1,46,5,7,5,62,2,28,7,22,3,1,22,4,254,2,28,457,6,422,5,254,212,338,16,11,7,7,166,22,212,2,3,50,4,2,6,339,48,7,377,50,3,6,473,229,2,63,3,6,186,3,3,98,7,5,254,2,98,64,15,13,4,3,6,157,64,4,51,50,2,245,11,6,22,22,11,6,85,4,457,6,15,6,303,3,64,15,6,4,98,5,254
nor,12,21,13,144,4,67,428,2,28,473,50,6,157,1,50,3,7,98,2,98,473,6,22,46,263,16,2,457,1,48,7,2,28,263,3,4,467,50,515,6,338,2,98,6,2,13,17,166,3,98,22,7,15,64,2,245,51,3,2,50,15,42,184,86,98,193,2,98,56,3,98,98,339,98,6,154,468,1,2,98,98,3,98,22,7,5,2,98,28,384,13,2,98,56,3,212,5,6,27,190,98,86,18,2,2,98,2,5,1,98,9,2,67,6,11,12,152,386,2,485,184,6,102,13,54,2,98,98,260,3,98,261,2,98,129,6,14,279,1,14,55,6,3,98,46,4,42,37,68,48,1,2,245,60,146,48,3,69,55,98,98,1,98,2,98,56,3,467,15,6,114,366,25,6,3,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,64,408,254,42,4,98,42,22,5,2,98,1,338,50,368,6,316,5,3,1,3,15,4,254,5,2,50,3,11,25,1,41,98,6,142,5,6,2,98,14,1,7,13,7,15,6,1,33,17,6,2,128,13,6,2,473,6,368,6,6,467,15,254,4,45,2,7,22,2,28,102,5,11,22,2,28,392,46,7,4,7,1,21,338,2,28,338,227,271,6,5,3,22,5,6,22,2,190,98,128,67,15,7,22,212,1,3,22,6,3,254,22,7,86,14,4,73,2,98,10,451,6,16,3,13,11,6,419,5,254,2,10,19,25,451,73,114,3,16,3,195,46,5,254,15,13,11,6,1,127,5,254,22,2,98,28,37,3,16,78,340,4,146,4,2,14,98,46,22,6,5,5,29,98,1,11,22,46,2,28,3,64,3,50,4,451,190,98,128,13,4,401,15,6,13,4,2,98,190,98,56,3,3,92,144,368,27,27,1,27,27,83,20,98,98,28,27,27,13,7,4,120,4,6,108,5,2,338,415,4,50,2,13,7,3,98,2,28,3,98,98,4,98,2,98,16,50,3,279,21,338,7,4,6,98,2,98,98,3,98,3,4,7,51,6,3,338,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,55,7,50,50,64,69,22,2,28,3,55,48,46,3,338,129,271,6,383,2,7,489,5,1,3,25,306,68,4,60,1,6,5,2,63,11,7,5,6,102,3,6,489,13,25,7,5,6,186,6,29,3,51,60,55,3,4,6,5,60,1,5,60,81,2,14,186,29,3,6,48,3,3,50,6,22,2,40,22,6,55,3,25,5,6,50,184,98,13,6,2,98,98,28,2,10,5,21,3,1,9,21,22,3,98,3,7,5,6,190,98,40,3,31,11,9,14,1,80,2,98,98,29,22,212,102,2,10,1,9,14,51,80,3,98,3,42,51,6,29,5,2,261,68,2,56,3,6,5,11,1,338,3,22,6,304,5,2,6,21,338,11,1,11,254,2,6,3,14,226,3,25,14,2,60,3,29,14,1,4,67,4,374,25,1,29,3,4,6,1,2,6,22,1,3,1,6,6,5,3,462,3,29,2,98,29,68,1,50,51,35,12,3,12,299,3,12,1,1,261,3,1,21,377,2,128,50,6,15,1,183,14,51,3,6,50,6,5,6,2,368,21,2,128,2,98,1,15,98,2,212,415,69,489,67,25,7,2,98,7,15,22,16,515,98,98,48,2,50,6,41,338,7,42,467,21,3,2,98,9,37,212,5,29,22,42,281,25,25,386,45,4,3,7,5,29,42,64,2,45,9,121,4,16,3,98,2,11,3,98,13,7,1,15,1,2,64,227,212,112,6,2,98,15,182,3,21,338,34,4,217,457,21,1,50,2,6,11,7,102,22,2,98,69,5,73,183,22,65,2,17,64,7,4,6,122,33,7,5,29,14,368,21,3,98,3,5,28,15,6,2,56,7,11,6,3,13,3,338,98,3,1,98,55,6,2,98,14,332,4,212,16,1,3,9,37,212,11,54,243,3,98,2,57,4,67,408,4,2,3,7,338,98,33,2,98,28,5,338,7,4,15,15,338,98,6,2,98,98,491,489,3,57,4,377,1,67,4,451,25,1,25,25,22,212,3,40,3,31,3,98,3,42,11,11,3,22,3,1,2,3,37,7,104,2,28,4,7,50,4,1,22,6,3,1,4,6,15,2,98,25,7,312,338,22,2,29,37,22,3,98,2,98,11,31,3,22,6,9,415
